Degerlendirme Puani,Basvuru Yili,Dogum Tarihi,Burslu ise Burs Yuzdesi,Stk Projesine Katildiniz Mi?,id,Dogum Yeri,Ikametgah Sehri,Universite Kacinci Sinif,Lise Adi,Lise Adi Diger,Lise Sehir,Lise Bolum Diger,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari,Uye Oldugunuz Kulubun Ismi,Hangi STK'nin Uyesisiniz?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?,Ingilizce Seviyeniz?,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",Degerlendirme Puani (1),Degerlendirme Puani (error),Selected,Cinsiyet,Universite Adi,Universite Turu,Burs Aliyor mu?,Bölüm,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Turu,Lise Bolumu,Lise Mezuniyet Notu,Baska Bir Kurumdan Burs Aliyor mu?,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Ingilizce Biliyor musunuz?,Basvuru Yasi
53.0,2015,1994.0,100.0,Evet,719,Adiyaman,Izmir,,Koy Hizmetleri Anadolu Lisesi,,Istanbul,,,,"Izmir ekonomi universitesi Siyaset Platformu Kulubu, turk sanat muzigi kulubu, Umut Kulubu, toplum gonulluleri kulubu ve izmir genelinde calisan SULHSiyasette Uzlasmaci Liderler Hareketi Dernegi",SULH Dernegi ve TOG,,Ileri,,48.6693,4.33069,No,Erkek,35 - 40,Ozel,Evet,35 - 40,,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Ortaokul,Hayir,,Ortaokul,Evet,Ozel Sektor,0.0,Evet,Evet,Diger,Evet,Hayir,Evet,21.0
5.0,2017,1998.0,,Hayir,29948,Adiyaman,Adiyaman,,safvan anadolu imam hatip lisesi,,Adiyaman,,kyk,,,,,Orta,,6.10874,1.10874,No,Kadin,30 - 35,Devlet,Hayir,15 - 20,Hazırlığım,,Devlet,Sayisal,75 - 100,Evet,Egitimi yok,Hayir,,Ilkokul,Hayir,,5.0,Hayir,Hayir,,Hayir,Hayir,Evet,19.0
27.0,2019,1998.0,,Evet,36642,Izmir,Usak,,Fen bilimleri temel lisesi,,Izmir,,,,,,,Orta,,22.4901,4.50988,No,Kadin,20 - 25,Devlet,Hayir,20 - 25,2.50 ve altı,Hayir,Ozel,Sayisal,50 - 74,Hayir,Ilkokul,Emekli,,Lise,Evet,Ozel Sektor,1.0,Evet,Hayir,,Hayir,Evet,Evet,21.0
16.0,2015,1992.0,50.0,Hayir,6790,Mardin,Istanbul,,Yil Cumhuriyet Saglik Meslek Lisesi,,Mardin,,,,,,Daha once kosgep uygulamali girisimcilik egitimine katildim ve simdi uluslararasi girisimcilik merkezi tarafindan yapilan 9 aylik egitim aliyorum,Baslangic,,22.0347,6.03471,No,Erkek,20 - 25,Ozel,Hayir,Diğer,3.00 - 3.49,Evet,Devlet,Sayisal,75 - 100,Hayir,Egitimi yok,Hayir,,Universite,Evet,Kamu,6.0,Hayir,Hayir,,Hayir,Evet,Evet,23.0
64.0,2020,1998.0,,,44022,Istanbul,Samsun,,Ozel Final Fen Koleji,,Istanbul,,,,,AFAD,Kurucu Ortak oldugum girisimim ile ITU Cekirdekte faaliyet gosteriyoruz,,,46.1391,17.8609,No,Erkek,35 - 40,Devlet,Hayir,30 - 35,1.80 - 2.49,,Ozel,Sayisal,75 - 100,Hayir,Yuksek Lisans,Evet,Kamu,Doktora,Evet,Kamu,1.0,Hayir,Evet,Diger,Evet,Evet,Evet,22.0
25.0,2022,2002.0,,,62496,Istanbul,Istanbul,,Ugur temel lisesi,,Istanbul,,,,,Hayvanlara yardim kuruluslarinda birden fazla kez gonullu olarak yardim etmistim,,,,32.042,7.042,No,Kadin,45 - 50,Ozel,Evet,25 - 30,1.80 - 2.49,,Ozel,Esit Agirlik,75 - 100,Hayir,Ilkokul,Hayir,,Ortaokul,Hayir,Diger,2.0,Evet,Hayir,,Evet,Hayir,Evet,20.0
26.0,2014,1991.0,0.0,Hayir,10769,Sisli/Istanbul,,,Ozel Italyan Lisesi,,Istanbul,,,,"Genc Futuristler Dernegi, Marmara Universitesi Almanca Isletme ve Enformatik Kulubu, M.U Denetim Kulubu",,"Girisimcilikle ilgili duzenli olarak konferans ve seminerlere katilmaya calismakla birlikte, gerceklestirilmeyi bekleyen is plani duzeyindeki fikirlerim mevcuttur. Ogrenim hayatimin devam etmesi, kariyer hedeflerime ulasmak icin yaptigim stajlar ve sosyal faaliyetlere ayirdigim vakitten dolayi girisimcilige yeteri kadar zaman ayiramamakla birlikte, bos zamanlarimda azami vakti biyografiler okuyarak, sektor bazinda arastirmalar yaparak, gazetelerin ekonomi sayfalarini takip ederek ve duzenli yayinlari takip ederek Para, Ekonomist, Optimist, HBR, Start-Up, Capital gibi girisimcilik alaninda bilgi edinmeye calismaktayim",,,33.0228,7.02277,No,Erkek,30 - 35,Devlet,Hayir,Diğer,2.50 ve altı,Hayir,Ozel,Esit Agirlik,50 - 74,Hayir,Universite,Hayir,,Lise,Evet,Diger,1.0,Evet,Hayir,,Hayir,Evet,,23.0
7.0,2017,1998.0,,Hayir,27101,Sakarya,Sakarya,,Sakarya ugur hazirlik lisesi,,Sakarya,,,,,,,Orta,,18.0061,11.0061,No,Kadin,25 - 30,Devlet,Evet,35 - 40,2.50 ve altı,,,Esit Agirlik,75 - 100,Hayir,Universite,Hayir,,Universite,Hayir,,1.0,Hayir,Hayir,,,Hayir,Evet,19.0
26.0,2014,1991.0,0.0,Hayir,14709,Ankara,Ankara,,Ankara Anadolu Iletisim Meslek Lisesi,,Ankara,,,,,,,,,28.2429,2.24287,No,Kadin,25 - 30,Devlet,Evet,Diğer,3.00 - 3.49,Evet,Devlet,Diger,75 - 100,Hayir,Egitimi yok,Hayir,,Ortaokul,Evet,Ozel Sektor,,Hayir,Hayir,,Hayir,Hayir,,23.0
48.0,2020,1970.0,,,42648,Gaziantep,Aydin,,Gaziantep Lisesi,,Gaziantep,,Kyk,,,"Kizilay, TOG",,,,45.0718,2.92823,No,Kadin,20 - 25,Devlet,Hayir,30 - 35,3.00 - 3.49,,Diğer,Esit Agirlik,75 - 100,Evet,Ilkokul,Hayir,,Ilkokul,Evet,Diger,3.0,Evet,Evet,,Evet,Hayir,Evet,Gelecekten
6.0,2017,1997.0,,Hayir,33327,Antalya,Antalya,,yasin naci agaroglu anadolu imamhatip lisesi,,Antalya,,kyk basbakanlik bursu,,,,,Baslangic,,10.3641,4.3641,No,Erkek,25 - 30,Devlet,Hayir,Diğer,2.50 ve altı,,Devlet,Sozel,84-70,Evet,Ilkokul,Hayir,,Lise,Hayir,,2.0,Hayir,Hayir,,Hayir,Hayir,Evet,20.0
30.0,2021,2004.0,,,56541,Ankara,Ankara,,Halen okumaktayim,,Ankara,,,,,,,,,51.8796,21.8796,No,Erkek,,,Hayir,Diğer,,,Diğer,,75 - 100,Hayir,Universite,,Kamu,Lise,,Ozel Sektor,1.0,Evet,Evet,Lider/Kaptan,,,Evet,Gelecekten
48.0,2021,2000.0,,,53152,Adiyaman,Adiyaman,,Kahta Anadolu Lisesi,,Adiyaman,,,,,,,,,13.0655,34.9345,No,Kadin,20 - 25,Devlet,Hayir,25 - 30,3.00 - 3.49,,Diğer,Sayisal,75 - 100,Hayir,Ilkokul,,,Lise,,Kamu,5.0,Hayir,Hayir,,,,Hayir,21.0
22.0,2021,2001.0,,,51916,Van,Van,,Selahaddini eyyubi anadolu lisesi,,Van,,,,,,,,,15.662,6.33797,No,Kadin,30 - 35,Devlet,Hayir,Diğer,3.50 - 4.00,,Diğer,Sayisal,50 - 74,Hayir,Ilkokul,,,Ilkokul,,,3.0,Hayir,Hayir,,,,Evet,20.0
31.0,2020,1997.0,,,42123,Ankara,Tekirdag,,MEV Ankara Koleji,,Ankara,,,,,,,,,33.8183,2.81833,No,Erkek,40 - 45,Ozel,Hayir,25 - 30,3.50 - 4.00,,Ozel,Esit Agirlik,75 - 100,Hayir,Universite,Evet,Ozel Sektor,Universite,Evet,Kamu,0.0,Hayir,Evet,Diger,Hayir,Hayir,Evet,23.0
14.0,2019,2000.0,,Evet,39641,Istanbul,Kocaeli,,Fenbilimleri,,Istanbul,,,,,,,Orta,,6.61842,7.38158,No,Erkek,25 - 30,Devlet,Hayir,25 - 30,Hazırlığım,Hayir,Ozel,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Lise,Hayir,,3.0,Hayir,Hayir,,Hayir,Hayir,Evet,19.0
40.0,2019,1999.0,,Evet,36719,Konya,Konya,,Saliha-Mehmet Ulasan Mesleki Teknik Anadolu Lisesi (Saglik Meslek Lisesi,,Konya,,,,,TEMA,,Orta,,38.1188,1.88115,No,Erkek,20 - 25,Devlet,Hayir,25 - 30,3.00 - 3.49,Hayir,Devlet,Sayisal,84-70,Hayir,Ortaokul,Hayir,,Universite,Emekli,,1.0,Evet,Hayir,,Evet,Hayir,Evet,20.0
12.0,2014,1993.0,25.0,,9384,ilgin,Istanbul,,Bayram harun coban eml ve atl,,konya ~ ilgin,,,,,,,,,20.8898,8.88985,No,Erkek,25 - 30,Ozel,Hayir,Diğer,2.50 ve altı,Hayir,Devlet,Diger,2.50 ve altı,Hayir,Ortaokul,Hayir,,,,,,,,,,,,21.0
44.0,2017,1996.0,,Evet,30129,Kahramanmaras,Antalya,,Antalya Erunal Sosyal Bilimler Lisesi,,Antalya,,Kredi Yurtlar Kurumu,,Siyaset Bilimi ve Kamu Yonetimi,,,Orta,,36.879,7.12102,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,3.00 - 4.00,,Devlet,Esit Agirlik,75 - 100,Evet,Ilkokul,Hayir,,Lise,Emekli,,1.0,Evet,Hayir,,Hayir,Evet,Evet,21.0
35.0,2020,1999.0,,,47965,Ankara,,,Mustafa Cizmecioglu Anado,,Sakarya,,,,,,,,,32.9215,2.07849,No,Kadin,25 - 30,Devlet,Hayir,Diğer,2.50 - 2.99,,Diğer,Sozel,50 - 74,Hayir,Egitimi yok,Hayir,,Ilkokul,Evet,Ozel Sektor,1.0,Evet,Evet,,Hayir,Hayir,Evet,21.0
50.0,2014,1993.0,0.0,Evet,10685,Artova /Tokat,IZMIR,,Burdur Anadolu Lisesi,,Burdur,,,,Ege Universitesi Lojistik Kulubu,,Ege Universitesi Genc Girisimciler Toplulugunda 2011-2012 ogrenim yilinda aktif gorev alip girisimcilik hakkinda temel bilgi ve sinirli tecrube edindim.Ayrica okumakta oldugum bolum dolayisiyla Girisimcilik hakkinda teorik bilgiler edinmis ve edinmekteyim,,,39.1416,10.8584,No,Kadin,30 - 35,Devlet,Hayir,30 - 35,2.50 ve altı,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Ilkokul,Hayir,,Ortaokul,Evet,Kamu,0.0,Evet,Hayir,,Hayir,Evet,,21.0
11.0,2017,1996.0,,Hayir,30752,Ankara,Ankara,,Ufuk Arslan Anadolu Lisesi,,Ankara,,,,,,,Orta,,13.6246,2.6246,No,Kadin,25 - 30,Devlet,Hayir,25 - 30,2.50 - 2.99,,Devlet,Sayisal,84-70,Hayir,Lise,Hayir,,Universite,Emekli,,1.0,Hayir,Hayir,,Hayir,Hayir,Evet,21.0
41.0,2019,1998.0,,Evet,36526,Samsun,Samsun,,Unal Aysal Anadolu Ogretmen Lisesi,,Antalya,,,,,,,Orta,,38.1154,2.88456,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Sayisal,84-70,Hayir,Ilkokul,Evet,Diger,Lise,Evet,Kamu,2.0,Evet,Evet,Diger,Hayir,Evet,Evet,21.0
5.0,2019,1998.0,,Hayir,40207,Istanbul,Diyarbakir,,Sermet Yalcin Anadolu Lisesi,,Diyarbakir,,,,,,,Ileri,,5.95058,0.950582,No,Erkek,25 - 30,Devlet,Hayir,Diğer,Hazırlığım,Hayir,Devlet,Esit Agirlik,84-70,Hayir,Ilkokul,Hayir,,Egitimi yok,Evet,Ozel Sektor,3.0,Hayir,Hayir,,Hayir,Hayir,Evet,21.0
18.0,2017,1997.0,,Hayir,32185,Sirnak,Istanbul,,Cizre teknik ve endustri meslek lisesi,,Sirnak,,KYK bursu,,Compec,,,Baslangic,,25.0376,7.03762,No,Erkek,30 - 35,Devlet,Hayir,30 - 35,2.50 - 2.99,,Devlet,Sayisal,75 - 100,Evet,Egitimi yok,Hayir,,Ilkokul,Evet,Diger,5.0,Evet,Hayir,,Hayir,Hayir,Evet,20.0
50.0,2021,2001.0,,,51022,Elazig,Elazig,,Elazig Necip Fazil Kisakurek Anadolu lisesi,,Elazig,,,,,,,,,46.8266,3.17343,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,3.00 - 3.49,,Diğer,Esit Agirlik,75 - 100,Hayir,Egitimi yok,,,Universite,,Kamu,4.0,Evet,Evet,Diger,,,Evet,20.0
57.0,2022,1998.0,,,57736,Ankara,Ankara,,Sinav Temel Lisesi,,Ankara,,,,,Arguden yonetisim akademisi genclik aginda “Aristo Sosyal Girisimcilik Programi” ve “Genclik Agi Gazetesi” ekip uyesiyim. Okulda Gazete ETU Topluluk baskanligi yapiyorum ve ekip olarak okul gazetesi cikariyoruz. Yine okulda Ogrenci Konsey’inde Bolum Temsilciligi yapiyorum. Tema Vakfi ve LOSEV’de gonulluyum,Kendi is fikrim olan insanlari kolay ve pratik sekilde hobi edindirmeyi amaclayan bir girisimim var. Ayrica kendi yaptigim punch nakislarini sattigim bir hesabim var,,,52.5799,4.42009,No,Kadin,45 - 50,Ozel,Evet,25 - 30,3.00 - 3.49,,Ozel,Esit Agirlik,75 - 100,Hayir,Ilkokul,Hayir,,Ortaokul,Evet,Kamu,1.0,Evet,Evet,Bireysel Spor,Evet,Evet,Evet,24.0
43.0,2019,1996.0,,Evet,39144,Corum,Erzurum,,Osmancik 15 Temmuz Sehitleri Anadolu Lisesi,,Corum,,KYK,,,TOG,,Baslangic,,39.4681,3.53192,No,Erkek,20 - 25,Devlet,Hayir,35 - 40,2.50 - 2.99,Hayir,Devlet,Esit Agirlik,84-70,Evet,Ilkokul,Hayir,,Ilkokul,Hayir,,3.0,Evet,Hayir,,Evet,Evet,Evet,23.0
28.0,2014,1994.0,0.0,Evet,12853,VEZIRKORU,Istanbul,,RAUF DENKDAS LISESI,,PENDIK,,,,,,"GIRISIMCI BIRISIYIMDIR HEP ARASTIRIRIM LISEDEN BUYANA COK YERDE CALISMISIMDIR EMLAK , INSAAT, YAPIDENETIM , GARSON , SATIS TEMSILCISI OLARAK",,,19.655,8.34503,No,Erkek,20 - 25,Devlet,Hayir,Diğer,3.00 - 4.00,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Ilkokul,Hayir,,Ilkokul,Evet,Ozel Sektor,1.0,Hayir,Hayir,,Hayir,Evet,,20.0
41.0,2019,1998.0,,Evet,36471,Gaziantep,Burdur,,Imam Hatip Lisesi,,Gaziantep,,,,,TUGVA,,Orta,,43.9541,2.9541,No,Kadin,20 - 25,Devlet,Hayir,30 - 35,3.00 - 3.49,Hayir,Devlet,Esit Agirlik,84-70,Hayir,Ortaokul,Hayir,,Ortaokul,Evet,Diger,4.0,Evet,Hayir,,Evet,Evet,Evet,21.0
14.0,2021,1970.0,,,51010,Istanbul,Istanbul,,Tenzile Erdogan Kiz Anadolu Imam Hatip Lisesk,,Istanbul,,,,,,,,,13.5999,0.400113,No,Kadin,30 - 35,Devlet,Hayir,25 - 30,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,,,Lise,,,2.0,Hayir,Hayir,,,,Evet,Gelecekten
24.0,2014,1994.0,100.0,Hayir,193,Basciftlik/Tokat,Istanbul,,Tokat Anadolu Lisesi,,Tokat Merkez,,Polis Esleri Yardimlasma ve Dayanisma Dernegi,aylik 100 tl,Munazara kulubu,,,,,26.066,2.06604,No,Erkek,40 - 45,Ozel,Evet,35 - 40,,Hayir,Devlet,Esit Agirlik,75 - 100,Evet,Ilkokul,Hayir,,Lise,Evet,Kamu,1.0,Evet,Hayir,,Hayir,Hayir,,20.0
72.0,2016,1995.0,,Evet,25447,Van,Van,,Van Niyazi Turkmenoglu Anadolu Lisesi,,Van,,,,YYU Inovatif Girisimciler ve Avrupa Birligi Toplulugu,"TEGV, TOG",,Orta,,71.1305,0.869487,No,Kadin,Diğer,Devlet,Hayir,25 - 30,2.50 - 2.99,Hayir,Devlet,Esit Agirlik,,Hayir,Lise,Hayir,,Lise,Evet,Kamu,3.0,Evet,Hayir,,Evet,Evet,Evet,21.0
49.0,2020,1998.0,,,46250,Istanbul,Bingol,,Haydarpasa Anadolu Lisesi,,Istanbul,,,,,,"DestekVer konuma bagli olarak belediyeyi ilgilendiren sikayetleri toplayan ve bu sikayetleri ilgili belediye birimlerine yonlendiren bir platform. Konuma gore paylasilan gonderiler bir buton araciligiyla desteklenebiliyor, begeni sayisina gore ana sayfada siralaniyor. Belediye onem sirasina gore siralanmis olan sikayetleri takip edilebiliyor ve cevaplandirabiliyor. DestekVer icin Ankara, Konya, Sisli ve Sariyer Belediyesi gibi kurumlarla gorusup projeyi ihtiyaclarina uygun bir hale getirdik",,,59.4865,10.4865,No,Erkek,40 - 45,Devlet,Hayir,35 - 40,3.00 - 3.49,,Diğer,Sayisal,75 - 100,Hayir,Universite,Evet,Ozel Sektor,Yuksek Lisans,Evet,Ozel Sektor,2.0,Evet,Evet,Diger,Hayir,Evet,Evet,22.0
14.0,2017,1994.0,,Hayir,33639,Hatay,Istanbul,,Istiklal makzume anadolu lisesi,,Hatay,,,,,,,Orta,,12.1733,1.82672,No,Kadin,30 - 35,Devlet,Hayir,Diğer,2.50 - 2.99,,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Lise,Emekli,,2.0,Hayir,Hayir,,Hayir,Hayir,Evet,23.0
12.0,2017,1996.0,,Hayir,30063,Ordu,Ordu,,Fatsa anadolu imam hatip lisesi,,Ordu,,Kyk,,,,,,,14.581,2.58103,No,Erkek,15 - 20,Devlet,Hayir,15 - 20,3.00 - 4.00,,Devlet,Sozel,84-70,Evet,Ilkokul,Hayir,,Ilkokul,Hayir,,1.0,Hayir,Hayir,,Hayir,Hayir,Hayir,21.0
16.0,2022,2003.0,,,63878,Istanbul,Istanbul,,Bogazici Mesleki Ve Teknik Anadolu Lisesi,,Istanbul,,,,,,,,,21.2487,5.24868,No,Kadin,20 - 25,Ozel,Evet,20 - 25,2.50 - 2.99,,Devlet,Esit Agirlik,75 - 100,Hayir,Ortaokul,Evet,Kamu,Ilkokul,Hayir,,1.0,Hayir,Evet,Bireysel Spor,Hayir,Hayir,Hayir,19.0
60.0,2015,1991.0,0.0,Evet,15850,Istanbul,Istanbul,,Cengizhan Anadolu Lisesi,,Istanbul,,,,"Okulun kluplerinde tasarim, dagcilik, yelken",,,,,44.4728,15.5272,No,Kadin,25 - 30,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Lise,Hayir,,3.0,Evet,Evet,Diger,Hayir,Hayir,Evet,24.0
47.0,2022,2001.0,,,58834,Mersin,Istanbul,,Icel Anadolu Lisesi,,Mersin,,Kredi Yurtlar Kurumu,ve ustu,,,"Girisimcilik seruvenimin lisede basladigini soyleyebilirim. Arkadaslarimla beraber sosyal medya temelli bir mobil girisim denemem oldu. Geriye donup baktigimda su an bana kucuk gelen ancak o zamanlar benim icin buyuk deneyimler. Su anda da aktif olarak IT danismanlik alaninda 2 ortagimla beraber is yapmayi surduruyoruz. Ayni zamanda, gecen seneden bu yana icerisinde bulundugum bir egitim programinda engelli istihdami hakkinda bir sosyal girisim gelistiriyoruz",,,30.994,16.006,No,Erkek,55 - 60,Devlet,Hayir,35 - 40,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Evet,Universite,Hayir,,Universite,Evet,Ozel Sektor,1.0,Hayir,Evet,Bireysel Spor,Hayir,Evet,Evet,21.0
35.0,2021,2000.0,,,54644,Sanliurfa,Adana,,Seyhan Rotary Anadolu lisesi,,Adana,,,,,,,,,33.932,1.06798,No,Erkek,25 - 30,Devlet,Hayir,40 - 45,3.50 - 4.00,,Diğer,Sayisal,75 - 100,Hayir,Ilkokul,,,Ilkokul,,Diger,5.0,Hayir,Evet,Diger,,,Evet,21.0
38.0,2014,1993.0,50.0,Evet,6176,Ordu,ANKARA,,Piraziz Ismail Yucel Anadolu Teknik Lisesi,,Giresun,,,,Brand Club Marka Yonetimi Kulubu,,Bilkent Universitesinde Girisimcilik adi altinda duzenlenen seminerlere katilimim gerceklesmistir,,,35.1876,2.81244,No,Erkek,40 - 45,Ozel,Evet,Diğer,3.00 - 4.00,Hayir,Devlet,Diger,75 - 100,Hayir,Lise,Hayir,,Lise,Evet,Diger,2.0,Evet,Hayir,,Hayir,Evet,,21.0
7.0,2021,2001.0,,,48484,Afyonkarahisar,Afyonkarahisar,,Raziye Sultan Yusuf Kayabasi Sosyal Bilimler Lisesi,,Afyonkarahisar,,,,,,,,,22.2424,15.2424,No,Kadin,25 - 30,Devlet,Hayir,30 - 35,3.50 - 4.00,,Diğer,Esit Agirlik,75 - 100,Hayir,Ilkokul,,,Ortaokul,,Kamu,3.0,Hayir,Hayir,,,,Hayir,20.0
7.0,2021,1999.0,,,54205,Sivas,Istanbul,,Hurriyet kiz Anadolu,,,,,,,,,,,9.91359,2.91359,No,Kadin,25 - 30,Devlet,Hayir,20 - 25,3.50 - 4.00,,,Esit Agirlik,,Hayir,Egitimi yok,,,Lise,,Diger,3.0,,Hayir,,,,Hayir,22.0
27.0,2015,1994.0,0.0,Hayir,19122,Elazig,Konya,,,Mehmet Kologlu Anadolu Lisesi,Elazig,,,,,,,Orta,,19.8614,7.13864,No,Kadin,20 - 25,Devlet,Hayir,35 - 40,2.50 ve altı,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Ilkokul,Hayir,,Universite,Evet,Kamu,3.0,Hayir,Hayir,,Hayir,Hayir,Evet,21.0
32.0,2019,1999.0,,Evet,37218,Istanbul,Istanbul,,Mustafa Saffet Anadolu Lisesi,,Istanbul,,,,,,,Ileri,,26.3053,5.69472,No,Kadin,25 - 30,Devlet,Hayir,35 - 40,2.50 - 2.99,Hayir,Devlet,Sayisal,84-70,Hayir,Ortaokul,Hayir,,Ilkokul,Emekli,,2.0,Evet,Hayir,,Hayir,Evet,Evet,20.0
22.0,2014,1993.0,0.0,,11197,Samsun,Istanbul,,Milli Piyango Anadolu Lisesi,,Samsun,,,,,,,,,35.4618,13.4618,No,Kadin,30 - 35,Devlet,Hayir,30 - 35,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ortaokul,Evet,Kamu,,,,,,,,,,,21.0
7.0,2017,1997.0,,Hayir,28017,Istanbul,Istanbul,,husnu ozyegin lisesi,,Istanbul,,albayraklar dernegi,,,,,Orta,,9.92905,2.92905,No,Kadin,20 - 25,Devlet,Hayir,35 - 40,2.50 ve altı,,Devlet,Esit Agirlik,84-70,Evet,Lise,Hayir,,Ilkokul,Evet,Ozel Sektor,2.0,Hayir,Hayir,,Hayir,Hayir,Evet,20.0
25.0,2021,2001.0,100.0,,4940,Istanbul,Istanbul,,Beylikduzu Sinav temel lisesi,,Istanbul,,,,,,,,,37.9906,12.9906,No,Erkek,25 - 30,Ozel,Evet,30 - 35,3.50 - 4.00,,Ozel,Sayisal,75 - 100,Hayir,Egitimi yok,,,Ilkokul,,Ozel Sektor,0.0,Evet,Hayir,,,,Evet,20.0
29.0,2017,1998.0,,Evet,28969,Diyarbakir,Diyarbakir,,Sur Alparslan Anadolu Lisesi,,Diyarbakir,,,,,,,Orta,,22.5498,6.4502,No,Kadin,20 - 25,Devlet,Hayir,35 - 40,2.50 - 2.99,,Devlet,Sayisal,84-70,Hayir,Ilkokul,Hayir,,Ilkokul,Evet,Ozel Sektor,5.0,Hayir,Hayir,,Hayir,Evet,Evet,19.0
8.0,2019,1997.0,75.0,Hayir,5567,Diyarbakir,Istanbul,,toplu konut anadolu lisesi,,Diyarbakir,,basbakanlik,,,,,,,9.68607,1.68607,No,Erkek,25 - 30,Ozel,Evet,15 - 20,2.50 ve altı,Hayir,Devlet,Sayisal,84-70,Evet,Ilkokul,Hayir,,Ortaokul,Evet,Kamu,5.0,Hayir,Hayir,,Hayir,Hayir,Hayir,22.0
42.0,2014,1995.0,0.0,Evet,10830,Afyonkarahisar,Antalya,,Mayis Anadolu Lisesi,,Eskisehir,,,,Kalite ve Verimlilik Kulubu,,,,,37.1456,4.85436,No,Kadin,30 - 35,Devlet,Hayir,30 - 35,,Hayir,Devlet,Sayisal,75 - 100,Hayir,Universite,Evet,Kamu,Yuksek Lisans / Doktara,Evet,Kamu,1.0,Evet,Hayir,Diger,Hayir,Hayir,,19.0
32.0,2022,2000.0,,,61257,Ankara,Istanbul,,Sehit Salih Aliskan Anadolu Meslek Lisesi,,Istanbul,,,,,Losev ve Tog gonullusuyum,,,,29.9676,2.03237,No,Kadin,45 - 50,Devlet,Hayir,30 - 35,2.50 - 2.99,,Devlet,Sozel,75 - 100,Hayir,Lise,Hayir,,Universite,Evet,Kamu,2.0,Hayir,Hayir,,Evet,Hayir,Evet,22.0
10.0,2014,1995.0,100.0,Hayir,239,MalatyaMerkez,Istanbul,Hazirlik,Malatya Imam Hatip Lisesi,,Malatya,,,,,,,,,11.4092,1.40922,No,Erkek,30 - 35,Ozel,Evet,Diğer,,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Ilkokul,Emekli,,2.0,Hayir,Hayir,,Hayir,Hayir,,19.0
40.0,2014,1991.0,0.0,Evet,12243,trabzon,,,halil rifat pasa lisesi,,sivas,,,,,,,,,30.0907,9.90926,No,Kadin,35 - 40,Devlet,Hayir,Diğer,2.50 - 2.99,Hayir,Devlet,Sayisal,75 - 100,Hayir,Egitimi yok,Hayir,,Lise,Emekli,,4.0,Hayir,Hayir,,Hayir,Hayir,,23.0
15.0,2022,2001.0,,,63943,Gaziantep,Gaziantep,,Cozum Temel Lisesi,,Gaziantep,,Devlet,,,,,,,22.0688,7.06884,No,Kadin,35 - 40,Devlet,Hayir,35 - 40,2.50 - 2.99,,Ozel,Esit Agirlik,75 - 100,Evet,Ilkokul,Hayir,,Ilkokul,Evet,Diger,1.0,Evet,Hayir,,Hayir,Hayir,Hayir,21.0
36.0,2020,1998.0,,,44005,Agri,Eskisehir,,ERCIS FENLISESI,,Van,,,,,genckizilay,,,,37.085,1.08496,No,Erkek,25 - 30,Devlet,Hayir,Diğer,2.50 - 2.99,,Diğer,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Universite,Hayir,,5.0,Hayir,Evet,Lider/Kaptan,Evet,Hayir,Evet,22.0
